State_Code,County_Code,State_Abbrv,County_Name,Return_Num,Exmpt_Num,AGI,Wages_Salaries,Dividends,Interest
18,115,IN,Ohio County,2784,5836,120439,98042,816,1961
18,117,IN,Orange County,7725,16792,291882,223267,2687,7276
18,119,IN,Owen County,8816,19177,348573,268178,2259,6358
18,121,IN,Parke County,6238,13805,259529,188261,3179,5639
18,123,IN,Perry County,7356,15486,308803,241039,4015,6974
18,125,IN,Pike County,5177,11163,231016,180734,1832,4121
18,127,IN,Porter County,67672,148468,3958315,3089371,42185,72662
18,129,IN,Posey County,10871,24184,619696,459296,7495,12750
18,131,IN,Pulaski County,5377,11929,258863,163167,3933,8612
18,133,IN,Putnam County,13776,30286,617619,484583,5200,12567
18,135,IN,Randolph County,10858,23660,420633,315119,3924,9192
18,137,IN,Ripley County,11095,25634,504989,408903,6510,10951
18,139,IN,Rush County,7127,15764,307533,223589,3269,6529
18,141,IN,St. Joseph County,108333,233218,5159906,3968717,74377,127739
18,143,IN,Scott County,9426,20552,355006,282518,1965,5527
18,145,IN,Shelby County,18656,41795,850551,667451,7316,15580
18,147,IN,Spencer County,8625,19344,423127,319745,3655,8718
18,149,IN,Starke County,9213,20656,350810,265300,2630,6478
18,151,IN,Steuben County,13705,29286,592025,429481,8195,16213
18,153,IN,Sullivan County,8038,17371,368148,262708,3271,6336
18,155,IN,Switzerland County,3428,7524,126792,103979,596,2071
18,157,IN,Tippecanoe County,62493,132317,3118203,2432945,48562,70307
18,159,IN,Tipton County,6756,14720,347920,235552,3185,9107
18,161,IN,Union County,2849,6343,113151,86050,784,2769
18,163,IN,Vanderburgh County,74667,151170,3540765,2679330,72451,96566
18,165,IN,Vermillion County,6809,14494,295033,222757,3293,5450
18,167,IN,Vigo County,41454,85507,1857888,1384847,28344,44690
18,169,IN,Wabash County,13665,29540,567732,412941,7673,14525
18,171,IN,Warren County,3554,7836,174998,123121,1284,2977
18,173,IN,Warrick County,24107,55463,1542110,1195167,19607,32275
18,175,IN,Washington County,11100,24596,419386,327603,2259,9287
18,177,IN,Wayne County,28570,60219,1124334,844550,14952,25726
18,179,IN,Wells County,11250,24895,513649,388052,6119,12390
18,181,IN,White County,10523,23220,452688,330045,5505,10142
18,183,IN,Whitley County,14282,31085,682071,519818,5639,12990
19,0,IA,IOWA,1245319,2673627,65873961,49445640,987879,1798989
19,1,IA,Adair County,3151,6741,139986,99661,1818,4859
19,3,IA,Adams County,1705,3669,68798,47665,609,3645
19,5,IA,Allamakee County,6025,13327,233839,171567,2631,11148
19,7,IA,Appanoose County,5108,10786,183463,139316,2794,5961
19,9,IA,Audubon County,2566,5548,105656,71901,1532,4487
19,11,IA,Benton County,10573,24113,584531,442673,8810,14193
19,13,IA,Black Hawk County,52375,107122,2738562,2034123,44692,64896
19,15,IA,Boone County,10877,23250,575825,431489,7729,12180
19,17,IA,Bremer County,9455,21056,544777,401839,8732,16609
19,19,IA,Buchanan County,8330,18813,410224,297871,5713,16030
19,21,IA,Buena Vista County,8393,19251,390360,270857,5185,12606
19,23,IA,Butler County,6109,13532,292813,205840,3354,8389
19,25,IA,Calhoun County,4219,8970,201165,127000,2829,6480
19,27,IA,Carroll County,8858,19511,453895,317366,7630,15368
19,29,IA,Cass County,5797,12354,256886,173234,4293,9323
19,31,IA,Cedar County,7778,16990,406706,305094,5196,12530
19,33,IA,Cerro Gordo County,18860,38453,958081,698379,16318,27511
19,35,IA,Cherokee County,5274,10996,249308,162227,3403,8566
19,37,IA,Chickasaw County,5187,11504,224019,164760,2977,9255
19,39,IA,Clarke County,3833,8755,154732,124946,1023,4480
19,41,IA,Clay County,7264,15322,377845,242854,5049,12916
19,43,IA,Clayton County,7511,16209,313077,224223,4172,20622
19,45,IA,Clinton County,20449,43515,962701,721962,12260,24906
19,47,IA,Crawford County,6878,16645,299449,213392,3475,8522
19,49,IA,Dallas County,26547,60994,2069397,1645083,26656,51266
19,51,IA,Davis County,3100,7692,120397,91246,1279,3349
19,53,IA,Decatur County,2910,6423,101808,78204,1129,3318
19,55,IA,Delaware County,7167,16314,328379,244887,3745,14786
19,57,IA,Des Moines County,17185,35496,799844,576273,15616,25396
19,59,IA,Dickinson County,7519,15144,433858,258645,9129,19000
19,61,IA,Dubuque County,38690,83281,2030978,1524629,34212,75293
19,63,IA,Emmet County,4160,8852,182668,123982,1892,4647
19,65,IA,Fayette County,8196,17645,347457,238913,5769,12919
19,67,IA,Floyd County,6545,14297,304810,208683,4482,11870
19,69,IA,Franklin County,4213,9918,199027,131770,5787,7077
19,71,IA,Fremont County,3067,6659,152881,103083,1697,3998
19,73,IA,Greene County,3908,8432,188321,124318,4176,6426
19,75,IA,Grundy County,5191,11577,309679,205358,7686,9153
19,77,IA,Guthrie County,4620,10103,232450,159971,2732,7828
19,79,IA,Hamilton County,6512,14278,340696,221873,4621,10175
19,81,IA,Hancock County,4649,10246,220255,144716,3736,6828
19,83,IA,Hardin County,6977,14907,334496,224324,5382,12588
19,85,IA,Harrison County,6018,13266,298348,223190,2823,6699
19,87,IA,Henry County,7882,17032,349625,259720,6312,9651
19,89,IA,Howard County,4109,8920,173637,117818,2205,8315
19,91,IA,Humboldt County,4115,8838,218446,138063,3276,5445
19,93,IA,Ida County,2989,6501,157877,95305,2436,6426
19,95,IA,Iowa County,6942,15293,405082,267257,5040,13854
19,97,IA,Jackson County,8365,18049,385572,273052,5450,13904
19,99,IA,Jasper County,14866,32247,742922,539398,9676,18928
19,101,IA,Jefferson County,6397,12916,286053,180631,8101,11366
19,103,IA,Johnson County,52120,102319,3182344,2464002,53465,79788
19,105,IA,Jones County,8170,17576,393310,288510,7340,13575
19,107,IA,Keokuk County,4264,9277,178871,130245,2652,6650
19,109,IA,Kossuth County,6605,14409,340787,200804,4825,12640
19,111,IA,Lee County,14523,30189,623235,460515,11616,17976
19,113,IA,Linn County,89550,187731,5260053,4064914,82701,131625
19,115,IA,Louisa County,4475,10304,204183,150020,1622,4491
19,117,IA,Lucas County,3429,7619,144277,110462,1975,4364
19,119,IA,Lyon County,4415,10820,219532,149190,2600,7429
19,121,IA,Madison County,6029,14160,347696,270024,3835,7891
19,123,IA,Mahaska County,8631,19127,430020,306282,7241,14044
19,125,IA,Marion County,12754,29459,690960,526159,10758,19680
19,127,IA,Marshall County,16307,36264,772961,580039,11215,21947
19,129,IA,Mills County,5834,13225,339895,261976,2676,6074
19,131,IA,Mitchell County,4216,9583,203048,133113,3099,8510
19,133,IA,Monona County,3882,8052,175138,112244,2284,5706
19,135,IA,Monroe County,3061,6743,123212,97517,1487,4232
19,137,IA,Montgomery County,4400,9462,187725,131901,2660,6205
19,139,IA,Muscatine County,17740,39352,875640,672866,17079,24184
19,141,IA,O'Brien County,5970,13173,287359,186906,3430,11733
19,143,IA,Osceola County,2715,6060,120216,80526,1462,4015
19,145,IA,Page County,6071,12837,273534,184883,4075,9975
19,147,IA,Palo Alto County,3833,8239,162984,112264,1984,5451
19,149,IA,Plymouth County,10184,23509,579881,409416,7861,18577
19,151,IA,Pocahontas County,3080,6621,144091,89259,1920,4002
19,153,IA,Polk County,181089,384283,10765502,8711663,153293,220819
19,155,IA,Pottawattamie County,38048,80330,1865897,1457012,17347,39229
19,157,IA,Poweshiek County,7459,15681,390158,261518,8215,13919
19,159,IA,Ringgold County,1883,4107,66927,53129,1254,3794
19,161,IA,Sac County,4267,9266,204035,127626,6969,7386
19,163,IA,Scott County,72186,151164,4082812,3156452,65706,89392
19,165,IA,Shelby County,5110,11176,265020,170644,3705,10190
19,167,IA,Sioux County,11914,30373,665362,452794,9394,27591
19,169,IA,Story County,32065,64611,1858473,1406671,34799,44434
19,171,IA,Tama County,7330,16431,343418,237197,3783,11119
19,173,IA,Taylor County,2520,5569,96592,70261,736,3230
19,175,IA,Union County,5049,10600,212549,160371,2205,6551
19,177,IA,Van Buren County,2920,6455,111641,82050,1436,4126
19,179,IA,Wapello County,14471,30935,602712,467064,7279,13413
19,181,IA,Warren County,18132,41679,1099256,883031,11073,17872
19,183,IA,Washington County,8956,19913,421217,311308,7553,15207
19,185,IA,Wayne County,2516,5592,90861,67826,1008,3268
19,187,IA,Webster County,14978,31212,721366,515823,11046,20795
19,189,IA,Winnebago County,4563,9695,211637,140706,2746,6832
19,191,IA,Winneshiek County,8263,17675,375260,279595,7334,15725
19,193,IA,Woodbury County,41411,90553,1918997,1509822,26315,45491
19,195,IA,Worth County,3168,6851,151833,98162,1776,4358
19,197,IA,Wright County,5349,11614,249824,160251,3782,7497
20,0,KS,KANSAS,1154423,2522799,61657301,47085044,1005456,1554628
20,1,KS,Allen County,5456,11505,211246,154480,3338,6793
20,3,KS,Anderson County,3313,7321,124485,96954,1396,5017
20,5,KS,Atchison County,6453,13935,273531,209147,3992,7156
20,7,KS,Barber County,2037,4252,85719,57585,907,2923
20,9,KS,Barton County,11286,24707,555177,373633,8016,18087
20,11,KS,Bourbon County,5836,13041,222122,168444,2502,8357
20,13,KS,Brown County,4132,8964,172112,118308,3082,4957
20,15,KS,Butler County,24777,56851,1419201,1118412,13003,24231
20,17,KS,Chase County,1059,2235,44277,32700,875,2689
20,19,KS,Chautauqua County,1444,3065,55171,36860,2022,2396
20,21,KS,Cherokee County,8110,17962,321773,237760,3237,6493
20,23,KS,Cheyenne County,1170,2438,40603,26508,512,1735
20,25,KS,Clark County,882,1897,38570,25692,574,1528
20,27,KS,Clay County,3517,7700,155137,109743,2398,4616
20,29,KS,Cloud County,692,1440,24367,16426,317,920
20,31,KS,Coffey County,3607,7915,184406,146389,1490,5165
20,33,KS,Comanche County,785,1649,30979,20022,265,1107
20,35,KS,Cowley County,14316,31160,596665,453399,7288,13815
20,37,KS,Crawford County,15012,31209,585752,448973,9482,22391
20,39,KS,Decatur County,1310,2629,51999,29386,746,3024
20,41,KS,Dickinson County,8492,18049,366432,273749,4162,9378
20,43,KS,Doniphan County,3142,6742,137335,101621,1360,3268
20,45,KS,Douglas County,42119,81599,2247134,1736072,55910,48167
20,47,KS,Edwards County,1334,2887,56473,37935,929,1896
20,49,KS,Elk County,1147,2386,38351,25978,505,1180
20,51,KS,Ellis County,11792,23691,580539,434372,11391,18047
20,53,KS,Ellsworth County,2507,5140,108081,77636,1367,3681
20,55,KS,Finney County,14970,37918,678176,528347,5476,14900
20,57,KS,Ford County,13409,35850,567646,451261,6888,12436
20,59,KS,Franklin County,10634,23375,467992,377485,3477,9834
20,61,KS,Geary County,17047,37693,607275,509363,2953,7849
20,63,KS,Gove County,1165,2526,49796,28326,501,2521
20,65,KS,Graham County,1245,2498,52120,32438,496,1522
20,67,KS,Grant County,2864,7568,144880,109224,1226,3208
20,69,KS,Gray County,2346,5810,125604,86019,1048,4685
20,71,KS,Greeley County,535,1205,25244,16217,191,1291
20,73,KS,Greenwood County,2729,5575,96432,68782,1461,3068
20,75,KS,Hamilton County,1002,2590,33465,29021,767,1465
20,77,KS,Harper County,2527,5258,99902,68276,1109,3640
20,79,KS,Harvey County,14132,31593,687796,511906,7741,13935
20,81,KS,Haskell County,1496,3980,81882,52232,1265,2908
20,83,KS,Hodgeman County,791,1760,35499,21442,581,1212
20,85,KS,Jackson County,5587,12450,248968,197122,1673,6546
20,87,KS,Jefferson County,7803,17079,396874,302494,8238,7129
20,89,KS,Jewell County,55,113,2578,1150,28,158
20,91,KS,Johnson County,223668,496091,17817944,13858595,403751,492612
20,93,KS,Kearny County,1582,3996,73132,51839,800,2233
20,95,KS,Kingman County,3238,7064,148658,104197,2326,5110
20,97,KS,Kiowa County,963,2135,41753,28100,632,1710
20,99,KS,Labette County,9245,19306,339114,262889,3177,8411
20,101,KS,Lane County,784,1629,38461,22110,596,1581
20,103,KS,Leavenworth County,28400,64320,1630714,1256365,16046,28277
20,105,KS,Lincoln County,1397,2886,50139,35725,654,2126
20,107,KS,Linn County,3691,8144,150808,114307,1579,4101
20,109,KS,Logan County,1216,2529,49474,35617,454,1923
20,111,KS,Lyon County,13297,28212,538061,423985,7188,13762
20,113,KS,McPherson County,12093,26401,623248,450866,7203,13904
20,115,KS,Marion County,4887,10861,204338,148572,2164,5654
20,117,KS,Marshall County,4444,9575,195339,134490,2628,9628
20,119,KS,Meade County,1756,4261,91551,56280,1718,3394
20,121,KS,Miami County,12719,28931,730482,579367,7352,14578
20,123,KS,Mitchell County,2670,5627,129949,82038,2269,4676
20,125,KS,Montgomery County,13924,30134,537218,424771,5807,14902
20,127,KS,Morris County,2411,5143,118569,72568,1593,2839
20,129,KS,Morton County,1290,3112,69024,47100,1526,2436
20,131,KS,Nemaha County,4230,9580,200817,138471,5901,11369
20,133,KS,Neosho County,6504,14247,252632,193250,2627,6309
20,135,KS,Ness County,1349,2802,64927,36609,1311,2655
20,137,KS,Norton County,2107,4346,90352,61799,1085,4114
20,139,KS,Osage County,6757,14698,296212,228747,2235,6348
20,141,KS,Osborne County,1757,3573,67456,42094,1281,4380
20,143,KS,Ottawa County,2563,5683,118371,88198,854,2757
20,145,KS,Pawnee County,2785,5589,120347,81842,1889,2890
20,147,KS,Phillips County,2431,5130,85922,64677,1150,5715
20,149,KS,Pottawatomie County,8511,19821,440334,342195,6804,11721
20,151,KS,Pratt County,4043,8497,191263,130502,3058,5759
20,153,KS,Rawlins County,1107,2199,45367,24882,700,1921
20,155,KS,Reno County,26562,56077,1170783,878245,17836,31495
20,157,KS,Republic County,30,69,982,658,-1,97
20,159,KS,Rice County,3883,8807,173064,122436,2177,3831
20,161,KS,Riley County,23503,47407,1140503,866211,26815,29706
20,163,KS,Rooks County,2201,4635,91007,58732,1030,3472
20,165,KS,Rush County,1527,2994,61069,39939,1056,2482
20,167,KS,Russell County,2984,5982,115171,78306,3630,4721
20,169,KS,Saline County,24433,50623,1166554,833046,27049,30654
20,171,KS,Scott County,2039,4702,117917,69332,2053,2885
20,173,KS,Sedgwick County,203216,443070,10640563,8229934,134905,233124
20,175,KS,Seward County,8800,24839,357346,298328,3306,6552
20,177,KS,Shawnee County,76927,158298,3783296,2849462,65443,91402
20,179,KS,Sheridan County,1131,2487,58528,30974,598,3151
20,181,KS,Sherman County,2539,5170,99841,69322,851,2816
20,183,KS,Smith County,175,364,7212,3405,155,444
20,185,KS,Stafford County,1799,3951,77070,50597,1737,2718
20,187,KS,Stanton County,863,2384,48210,28379,1494,1985
20,189,KS,Stevens County,2086,5565,103137,75641,2418,2356
20,191,KS,Sumner County,9791,21761,454920,341802,3564,9555
20,193,KS,Thomas County,3246,6915,145144,106043,1909,4272
20,195,KS,Trego County,1396,2829,58996,38643,787,1781
20,197,KS,Wabaunsee County,2832,6399,136004,104863,1197,3902
20,199,KS,Wallace County,602,1367,26744,15915,284,1207
20,201,KS,Washington County,11104,22983,435160,283423,6922,18918
20,203,KS,Wichita County,921,2277,46064,27875,460,1657
20,205,KS,Wilson County,3883,8400,146340,106115,1885,4624
20,207,KS,Woodson County,1374,2686,49082,34991,791,1496
20,209,KS,Wyandotte County,60693,136026,2264851,1860089,10558,26205
21,0,KY,KENTUCKY,1650452,3596595,77272170,59300730,1003786,1651220
21,1,KY,Adair County,5952,13302,190779,150709,867,5559
21,3,KY,Allen County,6721,15221,250178,194156,1841,5148
21,5,KY,Anderson County,8948,20034,422550,327408,2484,8242
21,7,KY,Ballard County,3155,6948,143406,109256,702,3143
21,9,KY,Barren County,15752,35054,606042,462284,5526,15546
21,11,KY,Bath County,4034,9268,137802,109182,524,3065
21,13,KY,Bell County,8905,20065,309677,237361,2649,7742
21,15,KY,Boone County,47012,108189,2853605,2367756,25871,34562
21,17,KY,Bourbon County,7820,17550,317858,258428,7642,8007
21,19,KY,Boyd County,18355,39474,901309,661556,7808,17960
21,21,KY,Boyle County,10673,23149,487271,358668,9471,14420
21,23,KY,Bracken County,3297,7484,136448,113082,730,1819
21,25,KY,Breathitt County,4489,10470,164506,128645,367,2824
21,27,KY,Breckinridge County,7132,16312,269546,197372,4506,7390
21,29,KY,Bullitt County,30335,66848,1431662,1150158,6082,18759
21,31,KY,Butler County,4628,10636,165721,130409,980,3113
21,33,KY,Caldwell County,4901,10552,193251,142681,1688,4769
21,35,KY,Calloway County,12910,27089,562662,388552,6243,16571
21,37,KY,Campbell County,36828,75905,1951456,1550886,30936,31154
21,39,KY,Carlisle County,1987,4386,84276,59646,416,2349
21,41,KY,Carroll County,4462,10499,185338,147398,1143,3571
21,43,KY,Carter County,9619,22453,370821,284427,1070,5949
21,45,KY,Casey County,5333,12333,160887,125439,1505,3659
21,47,KY,Christian County,27779,63886,1020197,759313,10713,19702
21,49,KY,Clark County,14194,30637,636741,490779,8459,14214
21,51,KY,Clay County,6063,14562,198601,156770,1113,3594
21,53,KY,Clinton County,3469,8177,105377,80523,320,2664
21,55,KY,Crittenden County,3264,7213,122613,94505,1116,2606
21,57,KY,Cumberland County,2383,5206,74597,54156,425,2383
21,59,KY,Daviess County,38527,83691,1831538,1362375,27728,47396
21,61,KY,Edmonson County,4324,9801,150547,119737,411,3629
21,63,KY,Elliott County,1967,4749,70055,55556,95,1241
21,65,KY,Estill County,5227,11774,174365,136433,495,2844
21,67,KY,Fayette County,118008,240985,6357570,4902661,121096,162419
21,69,KY,Fleming County,5352,12393,190706,150975,1632,4794
21,71,KY,Floyd County,13051,29980,540015,422441,3216,9833
21,73,KY,Franklin County,21449,42631,1046708,679412,11463,27157
21,75,KY,Fulton County,2402,5053,80959,56036,805,2541
21,77,KY,Gallatin County,2842,6528,107823,88940,345,1084
21,79,KY,Garrard County,6093,13662,248665,193630,1787,5244
21,81,KY,Grant County,9690,22462,395130,322427,1835,5358
21,83,KY,Graves County,13723,31307,567619,413111,5783,15520
21,85,KY,Grayson County,9309,20883,330052,250374,1948,7059
21,87,KY,Green County,3991,8891,127965,98574,1218,3605
21,89,KY,Greenup County,13927,31470,672993,516899,4708,11404
21,91,KY,Hancock County,3276,7699,149889,122384,576,2552
21,93,KY,Hardin County,42274,94541,1903317,1451991,14686,36832
21,95,KY,Harlan County,9347,22292,371488,302546,1537,6144
21,97,KY,Harrison County,7004,15632,285004,229746,2347,6880
21,99,KY,Hart County,6387,14675,195413,149613,1734,5607
21,101,KY,Henderson County,18121,38961,842704,628061,9105,15886
21,103,KY,Henry County,6070,13390,256126,198447,2432,5266
21,105,KY,Hickman County,1766,3816,77169,49929,724,1912
21,107,KY,Hopkins County,17697,39081,831126,627279,8259,17223
21,109,KY,Jackson County,4226,9962,133673,110210,434,1802
21,111,KY,Jefferson County,311415,629669,16069395,12104995,334066,368237
21,113,KY,Jessamine County,17787,40415,899382,689583,9169,19612
21,115,KY,Johnson County,7667,18063,334897,256941,1315,7678
21,117,KY,Kenton County,66252,139788,3632077,2900016,61240,62027
21,119,KY,Knott County,5023,11412,206049,165176,635,3673
21,121,KY,Knox County,10318,24412,340625,265202,1209,6880
21,123,KY,Larue County,5397,12069,205607,154202,2026,5226
21,125,KY,Laurel County,21086,47887,848582,656578,3865,17152
21,127,KY,Lawrence County,5158,12248,209682,169698,770,2683
21,129,KY,Lee County,2256,5015,70739,52343,200,1366
21,131,KY,Leslie County,3591,8685,149509,125830,351,1807
21,133,KY,Letcher County,7872,18493,336900,273892,731,4156
21,135,KY,Lewis County,4405,10479,151265,119918,368,2289
21,137,KY,Lincoln County,8868,20352,306289,246951,1808,5899
21,139,KY,Livingston County,3739,7974,152578,118168,1219,4143
21,141,KY,Logan County,9963,22558,390349,291313,3320,8799
21,143,KY,Lyon County,2883,5873,124390,82403,1162,3334
21,145,KY,McCracken County,26815,55968,1407627,990619,28972,40778
21,147,KY,McCreary County,4775,11364,137546,106880,378,3177
21,149,KY,McLean County,3593,8029,155175,114258,652,2814
21,151,KY,Madison County,29868,64107,1360166,1061733,12217,23100
21,153,KY,Magoffin County,3810,9476,140519,112541,239,3177
21,155,KY,Marion County,6876,15355,255058,198766,2156,7388
21,157,KY,Marshall County,12485,26938,576886,419065,5740,15749
21,159,KY,Martin County,3200,7942,130758,105102,178,2035
21,161,KY,Mason County,6692,14848,292230,222223,5661,6861
21,163,KY,Meade County,10913,25306,472160,371039,2244,8969
21,165,KY,Menifee County,2150,4867,66329,53025,190,943
21,167,KY,Mercer County,8584,18913,360766,279743,3363,9564
21,169,KY,Metcalfe County,3693,8380,110594,85148,294,2901
21,171,KY,Monroe County,3905,9056,121136,95491,376,3260
21,173,KY,Montgomery County,9919,22408,366273,322393,2831,9834
21,175,KY,Morgan County,3974,9260,144792,115556,410,3028
21,177,KY,Muhlenberg County,11372,25447,461586,347583,3969,11087
21,179,KY,Nelson County,18110,39359,823581,626849,7950,19954
21,181,KY,Nicholas County,2688,6088,89678,76458,385,1707
21,183,KY,Ohio County,8700,20669,334051,259406,1649,8591
21,185,KY,Oldham County,20710,51900,1741537,1351943,29243,29937
21,187,KY,Owen County,3781,8542,155400,121528,567,2492
21,189,KY,Owsley County,1373,3099,40812,30845,82,781
21,191,KY,Pendleton County,5625,12715,234809,187058,1115,3658
21,193,KY,Perry County,10366,23657,452607,364939,2680,7581
21,195,KY,Pike County,20322,46539,944119,747470,8533,18226
21,197,KY,Powell County,4727,10811,162177,123313,449,2172
21,199,KY,Pulaski County,22811,50240,895398,646959,8152,22081
21,201,KY,Robertson County,740,1661,25814,20615,123,694
21,203,KY,Rockcastle County,5653,13038,186783,150158,413,3583
21,205,KY,Rowan County,7554,16240,301840,229859,1946,6241
21,207,KY,Russell County,6138,13805,202110,155164,1641,6089
21,209,KY,Scott County,18003,41670,976542,819376,6689,13109
21,211,KY,Shelby County,16281,37648,882009,665596,13629,17312
21,213,KY,Simpson County,6884,14970,254237,202041,3078,6027
21,215,KY,Spencer County,6529,15219,361714,291784,1700,3708
21,217,KY,Taylor County,9004,19630,325262,252266,2480,10057
21,219,KY,Todd County,4339,10386,167776,113425,1373,4736
21,221,KY,Trigg County,5293,11585,215121,140723,2011,5301
21,223,KY,Trimble County,3347,7605,141213,118821,415,1984
21,225,KY,Union County,5501,12190,254506,178865,2824,5320
21,227,KY,Warren County,42027,91143,2010602,1519118,22188,46843
21,229,KY,Washington County,4406,9938,164184,137405,1757,5307
21,231,KY,Wayne County,7104,16219,222532,168888,1296,5369
21,233,KY,Webster County,5119,11555,229283,171859,1317,4388
21,235,KY,Whitley County,12064,27685,458515,333113,5486,10670
21,237,KY,Wolfe County,2281,5235,72293,58472,156,1203
21,239,KY,Woodford County,10218,23287,563951,430746,9543,14752
22,0,LA,LOUISIANA,1718351,3735092,83110403,65082981,981688,1713140
22,1,LA,Acadia Parish,22004,50861,1001504,783011,7567,21246
22,3,LA,Allen Parish,7964,18381,324225,265929,2054,3957
22,5,LA,Ascension Parish,40294,94683,2477830,2081489,12375,26688
22,7,LA,Assumption Parish,8435,19225,407627,338663,3493,6011
22,9,LA,Avoyelles Parish,15249,34300,589865,463433,4747,10226
22,11,LA,Beauregard Parish,12382,29167,577545,471615,4152,8379
22,13,LA,Bienville Parish,5408,11970,228816,154856,1335,4018
22,15,LA,Bossier Parish,46210,101295,2361103,1830994,13978,37808
22,17,LA,Caddo Parish,103087,215316,4779169,3428348,76583,124809
22,19,LA,Calcasieu Parish,74480,163192,3603708,2862163,38898,70608
22,21,LA,Caldwell Parish,3657,8155,161654,130685,736,2530
22,23,LA,Cameron Parish,2490,5708,119889,103798,1493,2716
22,25,LA,Catahoula Parish,3603,8303,136651,112298,669,2148
22,27,LA,Claiborne Parish,5270,11546,221910,156297,2498,5974
22,29,LA,Concordia Parish,7066,16137,235354,203583,5565,5641
22,31,LA,De Soto Parish,10562,23484,517296,344632,2873,11554
22,33,LA,East Baton Rouge Parish,173336,359665,9194566,6988595,123825,191240
22,35,LA,East Carroll Parish,2548,5939,80450,55756,1247,1884
22,37,LA,East Feliciana Parish,7788,16681,345874,274770,2213,6449
22,39,LA,Evangeline Parish,11696,27734,477886,397612,3867,10669
22,41,LA,Franklin Parish,7515,16984,269989,216745,1098,5515
22,43,LA,Grant Parish,7253,16699,314503,254066,1196,3505
22,45,LA,Iberia Parish,29195,65913,1342361,1032743,17102,28722
22,47,LA,Iberville Parish,12168,26569,551637,443934,5351,10091
22,49,LA,Jackson Parish,5774,12838,255059,191538,3377,3917
22,51,LA,Jefferson Parish,175500,359999,8530948,6627490,116077,221440
22,53,LA,Jefferson Davis Parish,11471,26503,511788,409405,5573,10697
22,55,LA,Lafayette Parish,86264,181525,4795964,3716596,71875,119730
22,57,LA,Lafourche Parish,36023,81665,1982044,1537566,18010,37118
22,59,LA,La Salle Parish,4754,11248,243205,202503,1408,3544
22,61,LA,Lincoln Parish,15696,33018,716654,517254,10352,17926
22,63,LA,Livingston Parish,46396,107345,2362311,2002563,8424,22558
22,65,LA,Madison Parish,4103,9327,120393,97923,512,2935
22,67,LA,Morehouse Parish,10866,24611,391925,299049,3551,6789
22,69,LA,Natchitoches Parish,14048,30969,603507,443289,4727,11201
22,71,LA,Orleans Parish,122711,237676,5356467,4266814,105551,133070
22,73,LA,Ouachita Parish,58864,129650,2612551,2006136,43534,51096
22,75,LA,Plaquemines Parish,8627,19805,467508,363338,5364,7837
22,77,LA,Pointe Coupee Parish,8715,19182,400838,307754,3818,9497
22,79,LA,Rapides Parish,51879,112702,2386260,1798800,28159,47129
22,81,LA,Red River Parish,3145,7162,150012,97390,499,4453
22,83,LA,Richland Parish,7585,17123,300424,233296,2180,4857
22,85,LA,Sabine Parish,8225,18925,401461,287367,2020,5965
22,87,LA,St. Bernard Parish,12163,26284,413680,381158,1921,9337
22,89,LA,St. Charles Parish,20546,47119,1183381,984823,8858,14355
22,91,LA,St. Helena Parish,5449,12438,184323,152516,474,3078
22,93,LA,St. James Parish,8895,20336,446811,378638,2528,5309
22,95,LA,St. John the Baptist Parish,18440,41730,813665,702093,4193,9480
22,97,LA,St. Landry Parish,32677,74960,1353874,1094882,9867,28353
22,99,LA,St. Martin Parish,20053,45258,864527,729026,4432,14631
22,101,LA,St. Mary Parish,21735,49750,986714,765926,14858,23058
22,103,LA,St. Tammany Parish,86883,196131,5371137,4173579,71064,125671
22,105,LA,Tangipahoa Parish,42655,95717,1774455,1450436,12811,30494
22,107,LA,Tensas Parish,1888,4162,68091,48002,4997,2515
22,109,LA,Terrebonne Parish,42954,98215,2250966,1816304,47109,45011
22,111,LA,Union Parish,8294,18552,340164,269798,2609,5420
22,113,LA,Vermilion Parish,21619,48796,1015041,814168,8717,21766
22,115,LA,Vernon Parish,19960,46072,832222,698657,2459,7183
22,117,LA,Washington Parish,15392,35072,554893,451047,4161,13882
22,119,LA,Webster Parish,15675,34235,658666,496705,4268,12679
22,121,LA,West Baton Rouge Parish,9788,21409,485171,398377,2650,5493
22,123,LA,West Carroll Parish,4102,9532,163243,139916,387,2595
22,125,LA,West Feliciana Parish,3919,8816,234713,176216,2380,4756
22,127,LA,Winn Parish,4958,11328,203939,158629,1020,3926
23,0,ME,MAINE,551897,1102095,26884321,20396863,507244,634411
23,1,ME,Androscoggin County,43899,88678,1928047,1591323,16869,31647
23,3,ME,Aroostook County,28375,58386,1147919,876438,8507,24126
23,5,ME,Cumberland County,122199,238623,7284952,5523646,172582,174330
23,7,ME,Franklin County,11508,23377,473163,359289,7447,10534
23,9,ME,Hancock County,23181,44450,1081245,703758,40515,54732
23,11,ME,Kennebec County,51275,102814,2410793,1857705,28931,44682
23,13,ME,Knox County,16878,32721,765377,495597,32268,28740
23,15,ME,Lincoln County,15294,29834,690360,445909,30164,28672
23,17,ME,Oxford County,22657,46107,883486,684625,12893,18732
23,19,ME,Penobscot County,60459,121501,2811137,2212206,33225,53636
23,21,ME,Piscataquis County,6680,13601,256594,184448,3531,6345
23,23,ME,Sagadahoc County,15555,31237,804806,585710,19085,21648
23,25,ME,Somerset County,19746,40827,786694,620112,6819,16160
23,27,ME,Waldo County,15699,31716,653629,479553,14166,16936
